100,0.003001689910888672,0.003000020980834961,0.001992940902709961,0.0009925365447998047,0.0020093917846679688,0.00199127197265625,0.0019998550415039062,0.0010006427764892578,0.0020089149475097656,0.0019910335540771484,0.0019996166229248047,0.0020003318786621094,0.0019989013671875,0.002000570297241211,0.0019996166229248047,0.0019996166229248047,0.0
200,0.009008169174194336,0.0010004043579101562,0.0009922981262207031,0.002000570297241211,0.002001047134399414,0.002002716064453125,0.0032134056091308594,0.0020003318786621094,0.001987934112548828,0.0019888877868652344,0.002989530563354492,0.002482175827026367,0.0030100345611572266,0.0020301342010498047,0.0027811527252197266,0.0031042098999023438,0.0
400,0.00900578498840332,0.002997875213623047,0.0027761459350585938,0.002933025360107422,0.004000186920166016,0.0020072460174560547,0.003019094467163086,0.003337383270263672,0.0030052661895751953,0.003487825393676758,0.004008054733276367,0.003006458282470703,0.003997802734375,0.003999948501586914,0.004000425338745117,0.003999948501586914,0.0
800,0.01300811767578125,0.00502467155456543,0.004999876022338867,0.005007743835449219,0.0050089359283447266,0.0060083866119384766,0.004996538162231445,0.006999492645263672,0.0069997310638427734,0.0060062408447265625,0.006006479263305664,0.006999492645263672,0.0069997310638427734,0.007007122039794922,0.006006717681884766,0.00700688362121582,0.0
1600,0.01299738883972168,0.016829490661621094,0.01399993896484375,0.036008596420288086,0.009999990463256836,0.010007143020629883,0.009999752044677734,0.010999679565429688,0.010002374649047852,0.01199793815612793,0.01700758934020996,0.014007329940795898,0.011008262634277344,0.012007474899291992,0.013007640838623047,0.011998653411865234,0.001001596450805664
3200,0.02299785614013672,0.06157803535461426,0.01824045181274414,0.018342018127441406,0.02993607521057129,0.0269930362701416,0.031250715255737305,0.029018402099609375,0.02632594108581543,0.02500772476196289,0.025005817413330078,0.025997161865234375,0.026999711990356445,0.029999732971191406,0.02400660514831543,0.027006864547729492,0.002001523971557617
6400,0.09799885749816895,0.12106037139892578,0.06168842315673828,0.16157865524291992,0.19507431983947754,0.19116663932800293,0.06401944160461426,0.1869955062866211,0.045064687728881836,0.05600476264953613,0.04399609565734863,0.05399322509765625,0.04500269889831543,0.15210437774658203,0.18178772926330566,0.04434323310852051,0.003997325897216797
12800,0.22420883178710938,0.12799978256225586,0.2919020652770996,0.18294501304626465,0.27428197860717773,0.11570429801940918,0.38927721977233887,0.3342454433441162,0.29285335540771484,0.35218191146850586,0.4155304431915283,0.33612513542175293,0.31101131439208984,0.3229942321777344,0.1308608055114746,0.11105990409851074,0.00800466537475586
25600,0.5125100612640381,0.5463347434997559,0.6059894561767578,0.480252742767334,0.3849325180053711,0.24502944946289062,0.4431135654449463,0.7219498157501221,0.7960104942321777,0.28223490715026855,0.47952961921691895,0.26858067512512207,0.42200303077697754,0.6354753971099854,0.5408682823181152,0.5872349739074707,0.017000436782836914
51200,0.5910124778747559,0.6205418109893799,1.1006944179534912,0.8025097846984863,0.7468774318695068,0.9894263744354248,0.9544599056243896,0.9575812816619873,1.0522675514221191,0.7538857460021973,0.6635253429412842,1.4168860912322998,1.0993947982788086,1.1830830574035645,0.7615032196044922,0.8277530670166016,0.035007476806640625
102400,1.9254631996154785,1.5608508586883545,1.981691837310791,2.282241106033325,2.035499334335327,2.130129337310791,2.5153276920318604,2.0603325366973877,1.9686753749847412,1.540762186050415,1.9273662567138672,2.223856210708618,1.608293056488037,2.0421855449676514,2.5025038719177246,1.8188469409942627,0.07099008560180664
204800,3.4265973567962646,4.040008544921875,3.345602512359619,3.1821868419647217,3.867314338684082,4.3771138191223145,5.366332769393921,4.147371053695679,3.711883068084717,4.03657341003418,4.186150312423706,4.2077553272247314,3.203150987625122,4.194544076919556,5.343117952346802,4.251646041870117,0.13899850845336914
409600,6.933234453201294,8.489020109176636,7.662576198577881,8.448967933654785,7.981524705886841,6.513009548187256,7.433300018310547,7.808878660202026,11.605562448501587,9.29375147819519,9.2903733253479,10.309494018554688,10.461732864379883,10.780921220779419,9.284298658370972,10.941488265991211,0.27498412132263184
819200,18.30772638320923,16.679283380508423,14.359767198562622,16.99100089073181,14.084766149520874,22.476354837417603,19.197983980178833,19.576575756072998,19.447306156158447,19.576086044311523,17.96270751953125,19.20330810546875,19.692212104797363,22.07094645500183,22.75292158126831,19.088423013687134,0.5526323318481445
1638400,40.0857949256897,26.83954930305481,26.3536536693573,36.53041481971741,30.722258806228638,33.03240084648132,40.44504928588867,42.19771480560303,44.37572884559631,28.1194965839386,28.808903217315674,28.208502769470215,25.55087637901306,31.586591958999634,35.837461948394775,40.68317699432373,1.098271369934082
